 written on  7Nov2020 at 21:33:11 
           2
         263
    1    2    1    1    1    1    2    2    1    1    1    1    1    1    1
    2    1    1    1    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    2    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    2    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    2    2    1    1    1    1    2    1
  -10   -5    0    1    1    0.000003    0.000000
  -10   -5    0    2    1   -0.000020    0.000000
  -10   -5    0    1    2    0.000009   -0.000000
  -10   -5    0    2    2    0.000003   -0.000000
  -10   -4    0    1    1    0.000009    0.000000
  -10   -4    0    2    1   -0.000004    0.000000
  -10   -4    0    1    2    0.000004   -0.000000
  -10   -4    0    2    2    0.000009   -0.000000
   -9   -6    0    1    1   -0.000003   -0.000000
   -9   -6    0    2    1   -0.000008   -0.000000
   -9   -6    0    1    2    0.000002    0.000000
   -9   -6    0    2    2   -0.000003    0.000000
   -9   -5    0    1    1   -0.000003   -0.000000
   -9   -5    0    2    1   -0.000004    0.000000
   -9   -5    0    1    2   -0.000003    0.000000
   -9   -5    0    2    2   -0.000003    0.000000
   -9   -4    0    1    1   -0.000003    0.000000
   -9   -4    0    2    1   -0.000004    0.000000
   -9   -4    0    1    2   -0.000003    0.000000
   -9   -4    0    2    2   -0.000003   -0.000000
   -9   -3    0    1    1   -0.000003    0.000000
   -9   -3    0    2    1   -0.000008    0.000000
   -9   -3    0    1    2    0.000002    0.000000
   -9   -3    0    2    2   -0.000003   -0.000000
   -9   -2    0    1    1   -0.000000    0.000000
   -9   -2    0    2    1   -0.000003    0.000000
   -9   -2    0    1    2   -0.000015    0.000000
   -9   -2    0    2    2   -0.000000   -0.000000
   -8   -8    0    1    1    0.000003   -0.000000
   -8   -8    0    2    1   -0.000002    0.000000
   -8   -8    0    1    2   -0.000002   -0.000000
