  0.00000000E+00  0.48077863E+01
  0.16974335E-02  0.47985797E+01
  0.33948669E-02  0.47893151E+01
  0.50923004E-02  0.47800288E+01
  0.67897339E-02  0.47707210E+01
  0.84871673E-02  0.47613918E+01
  0.10184601E-01  0.47520414E+01
  0.11882034E-01  0.47426697E+01
  0.13579468E-01  0.47332770E+01
  0.15276901E-01  0.47238633E+01
  0.16974335E-01  0.47144287E+01
  0.18671768E-01  0.47049733E+01
  0.20369202E-01  0.46954974E+01
  0.22066635E-01  0.46860008E+01
  0.23764069E-01  0.46764839E+01
  0.25461502E-01  0.46669466E+01
  0.27158935E-01  0.46573890E+01
  0.28856369E-01  0.46478114E+01
  0.30553802E-01  0.46382137E+01
  0.32251236E-01  0.46285962E+01
  0.33948669E-01  0.46189589E+01
  0.35646103E-01  0.46093018E+01
  0.37343536E-01  0.45996253E+01
  0.39040970E-01  0.45899292E+01
  0.40738403E-01  0.45802138E+01
  0.42435837E-01  0.45704792E+01
  0.44133270E-01  0.45607254E+01
  0.45830704E-01  0.45509526E+01
  0.47528137E-01  0.45411609E+01
  0.49225571E-01  0.45313504E+01
  0.50923004E-01  0.45215212E+01
  0.52620437E-01  0.45116734E+01
  0.54317871E-01  0.45018071E+01
  0.56015304E-01  0.44919225E+01
  0.57712738E-01  0.44820196E+01
  0.59410171E-01  0.44720987E+01
  0.61107605E-01  0.44621596E+01
  0.62805038E-01  0.44522027E+01
  0.64502472E-01  0.44422280E+01
  0.66199905E-01  0.44322355E+01
  0.67897339E-01  0.44222255E+01
  0.69594772E-01  0.44121981E+01
  0.71292206E-01  0.44021533E+01
  0.72989639E-01  0.43920912E+01
  0.74687072E-01  0.43820120E+01
  0.76384506E-01  0.43719158E+01
  0.78081939E-01  0.43618027E+01
  0.79779373E-01  0.43516728E+01
  0.81476806E-01  0.43415262E+01
  0.83174240E-01  0.43313630E+01
  0.84871673E-01  0.43211834E+01
  0.86569107E-01  0.43109874E+01
  0.88266540E-01  0.43007753E+01
  0.89963974E-01  0.42905470E+01
  0.91661407E-01  0.42803026E+01
  0.93358841E-01  0.42700425E+01
  0.95056274E-01  0.42597665E+01
  0.96753708E-01  0.42494748E+01
  0.98451141E-01  0.42391676E+01
  0.10014857E+00  0.42288450E+01
  0.10184601E+00  0.42185070E+01
  0.10354344E+00  0.42081538E+01
  0.10524087E+00  0.41977856E+01
  0.10693831E+00  0.41874023E+01
  0.10863574E+00  0.41770041E+01
  0.11033318E+00  0.41665912E+01
  0.11203061E+00  0.41561637E+01
  0.11372804E+00  0.41457216E+01
  0.11542548E+00  0.41352650E+01
  0.11712291E+00  0.41247942E+01
  0.11882034E+00  0.41143092E+01
  0.12051778E+00  0.41038101E+01
  0.12221521E+00  0.40932970E+01
  0.12391264E+00  0.40827700E+01
  0.12561008E+00  0.40722293E+01
  0.12730751E+00  0.40616750E+01
  0.12900494E+00  0.40511072E+01
