  0.00000000E+00  0.48077863E+01
  0.16974335E-01  0.47144287E+01
  0.33948669E-01  0.46189589E+01
  0.50923004E-01  0.45215212E+01
  0.67897339E-01  0.44222255E+01
  0.84871673E-01  0.43211834E+01
  0.10184601E+00  0.42185070E+01
  0.11882034E+00  0.41143092E+01
  0.13579468E+00  0.40087028E+01
  0.15276901E+00  0.39018007E+01
  0.16974335E+00  0.37937155E+01
  0.18671768E+00  0.36845593E+01
  0.20369202E+00  0.35744434E+01
  0.22066635E+00  0.34634785E+01
  0.23764069E+00  0.33517743E+01
  0.25461502E+00  0.32394390E+01
  0.27158935E+00  0.31265794E+01
  0.28856369E+00  0.30133005E+01
  0.30553802E+00  0.28997049E+01
  0.32251236E+00  0.27858927E+01
  0.33948669E+00  0.26719614E+01
  0.35646103E+00  0.25580050E+01
  0.37343536E+00  0.24441142E+01
  0.39040970E+00  0.23303761E+01
  0.40738403E+00  0.22168739E+01
  0.42435837E+00  0.21036868E+01
  0.44133270E+00  0.19908904E+01
  0.45830704E+00  0.18785560E+01
  0.47528137E+00  0.17667513E+01
  0.49225571E+00  0.16555405E+01
  0.50923004E+00  0.15449843E+01
  0.52620437E+00  0.14351400E+01
  0.54317871E+00  0.13260623E+01
  0.56015304E+00  0.12178031E+01
  0.57712738E+00  0.11104117E+01
  0.59410171E+00  0.10039354E+01
  0.61107605E+00  0.89841943E+00
  0.62805038E+00  0.79390728E+00
  0.64502472E+00  0.69044071E+00
  0.66199905E+00  0.58805996E+00
  0.67897339E+00  0.48680384E+00
  0.69594772E+00  0.38670972E+00
  0.71292206E+00  0.28781362E+00
  0.72989639E+00  0.19015016E+00
  0.74687072E+00  0.93752608E-01
  0.76384506E+00 -0.13471673E-02
  0.78081939E+00 -0.95118716E-01
  0.79779373E+00 -0.18753302E+00
  0.81476806E+00 -0.27856249E+00
  0.83174240E+00 -0.36818097E+00
  0.84871673E+00 -0.45636374E+00
  0.86569107E+00 -0.54308742E+00
  0.88266540E+00 -0.62832999E+00
  0.89963974E+00 -0.71207064E+00
  0.91661407E+00 -0.79428975E+00
  0.93358841E+00 -0.87496875E+00
  0.95056274E+00 -0.95409001E+00
  0.96753708E+00 -0.10316368E+01
  0.98451141E+00 -0.11075930E+01
  0.10014857E+01 -0.11819433E+01
  0.10184601E+01 -0.12546729E+01
  0.10354344E+01 -0.13257673E+01
  0.10524087E+01 -0.13952127E+01
  0.10693831E+01 -0.14629956E+01
  0.10863574E+01 -0.15291029E+01
  0.11033318E+01 -0.15935220E+01
  0.11203061E+01 -0.16562406E+01
  0.11372804E+01 -0.17172470E+01
  0.11542548E+01 -0.17765301E+01
  0.11712291E+01 -0.18340792E+01
  0.11882034E+01 -0.18898844E+01
  0.12051778E+01 -0.19439362E+01
  0.12221521E+01 -0.19962260E+01
  0.12391264E+01 -0.20467457E+01
  0.12561008E+01 -0.20954878E+01
  0.12730751E+01 -0.21424455E+01
  0.12900494E+01 -0.21876123E+01
  0.13070238E+01 -0.22309824E+01
  0.13239981E+01 -0.22725500E+01
  0.13409724E+01 -0.23123100E+01
  0.13579468E+01 -0.23502573E+01
  0.13749211E+01 -0.23863869E+01
  0.13918954E+01 -0.24206940E+01
  0.14088698E+01 -0.24531741E+01
  0.14258441E+01 -0.24838226E+01
  0.14428184E+01 -0.25126350E+01
  0.14597928E+01 -0.25396071E+01
  0.14767671E+01 -0.25647349E+01
  0.14937414E+01 -0.25880146E+01
  0.15107158E+01 -0.26094427E+01
  0.15276901E+01 -0.26290160E+01
  0.15446645E+01 -0.26467319E+01
  0.15616388E+01 -0.26625879E+01
  0.15786131E+01 -0.26765822E+01
  0.15955875E+01 -0.26887130E+01
  0.16125618E+01 -0.26989792E+01
  0.16295361E+01 -0.27073798E+01
  0.16465105E+01 -0.27139142E+01
  0.16634848E+01 -0.27185819E+01
  0.16804591E+01 -0.27213826E+01
  0.16974335E+01 -0.27223162E+01
  0.17143303E+01 -0.27213911E+01
  0.17312270E+01 -0.27186159E+01
  0.17481238E+01 -0.27139908E+01
  0.17650206E+01 -0.27075159E+01
  0.17819174E+01 -0.26991918E+01
  0.17988142E+01 -0.26890192E+01
  0.18157110E+01 -0.26769988E+01
  0.18326078E+01 -0.26631318E+01
  0.18495046E+01 -0.26474198E+01
  0.18664013E+01 -0.26298646E+01
  0.18832981E+01 -0.26104684E+01
  0.19001949E+01 -0.25892338E+01
  0.19170917E+01 -0.25661639E+01
  0.19339885E+01 -0.25412618E+01
  0.19508853E+01 -0.25145313E+01
  0.19677821E+01 -0.24859762E+01
  0.19846789E+01 -0.24556009E+01
  0.20015756E+01 -0.24234098E+01
  0.20184724E+01 -0.23894075E+01
  0.20353692E+01 -0.23535992E+01
  0.20522660E+01 -0.23159900E+01
  0.20691628E+01 -0.22765854E+01
  0.20860596E+01 -0.22353914E+01
  0.21029564E+01 -0.21924142E+01
  0.21198532E+01 -0.21476604E+01
  0.21367499E+01 -0.21011371E+01
  0.21536467E+01 -0.20528519E+01
  0.21705435E+01 -0.20028127E+01
  0.21874403E+01 -0.19510280E+01
  0.22043371E+01 -0.18975070E+01
  0.22212339E+01 -0.18422592E+01
  0.22381307E+01 -0.17852946E+01
  0.22550275E+01 -0.17266240E+01
  0.22719243E+01 -0.16662587E+01
  0.22888210E+01 -0.16042107E+01
  0.23057178E+01 -0.15404927E+01
  0.23226146E+01 -0.14751183E+01
  0.23395114E+01 -0.14081023E+01
  0.23564082E+01 -0.13394604E+01
  0.23733050E+01 -0.12692097E+01
  0.23902018E+01 -0.11973689E+01
  0.24070986E+01 -0.11239578E+01
  0.24239953E+01 -0.10489983E+01
  0.24408921E+01 -0.97251376E+00
  0.24577889E+01 -0.89452952E+00
  0.24746857E+01 -0.81507265E+00
  0.24915825E+01 -0.73417216E+00
  0.25084793E+01 -0.65185902E+00
  0.25253761E+01 -0.56816626E+00
  0.25422729E+01 -0.48312913E+00
  0.25591696E+01 -0.39678531E+00
  0.25760664E+01 -0.30917522E+00
  0.25929632E+01 -0.22034245E+00
  0.26098600E+01 -0.13033427E+00
  0.26267568E+01 -0.39202277E-01
  0.26436536E+01  0.52996882E-01
  0.26605504E+01  0.14620067E+00
  0.26774472E+01  0.24033973E+00
  0.26943439E+01  0.33533694E+00
  0.27112407E+01  0.43110632E+00
  0.27281375E+01  0.52755192E+00
  0.27450343E+01  0.62456668E+00
  0.27619311E+01  0.72203114E+00
  0.27788279E+01  0.81981205E+00
  0.27957247E+01  0.91776081E+00
  0.28126215E+01  0.10157117E+01
  0.28295182E+01  0.11134800E+01
  0.28464150E+01  0.12108591E+01
  0.28633118E+01  0.13076184E+01
  0.28802086E+01  0.14034995E+01
  0.28971054E+01  0.14982129E+01
  0.29140022E+01  0.15914339E+01
  0.29308990E+01  0.16827981E+01
  0.29477958E+01  0.17718972E+01
  0.29646926E+01  0.18582745E+01
  0.29815893E+01  0.19414220E+01
  0.29984861E+01  0.20207780E+01
  0.30153829E+01  0.20957277E+01
  0.30322797E+01  0.21656065E+01
  0.30491765E+01  0.22297089E+01
  0.30660733E+01  0.22873021E+01
  0.30829701E+01  0.23376473E+01
  0.30998669E+01  0.23800272E+01
  0.31167636E+01  0.24137798E+01
  0.31336604E+01  0.24383358E+01
  0.31505572E+01  0.24532555E+01
  0.31674540E+01  0.24582605E+01
  0.31844283E+01  0.24592125E+01
  0.32014027E+01  0.24620687E+01
  0.32183770E+01  0.24668295E+01
  0.32353513E+01  0.24734955E+01
  0.32523257E+01  0.24820673E+01
  0.32693000E+01  0.24925458E+01
  0.32862743E+01  0.25049318E+01
  0.33032487E+01  0.25192257E+01
  0.33202230E+01  0.25354278E+01
  0.33371973E+01  0.25535382E+01
  0.33541717E+01  0.25735564E+01
  0.33711460E+01  0.25954815E+01
  0.33881203E+01  0.26193123E+01
  0.34050947E+01  0.26450470E+01
  0.34220690E+01  0.26726836E+01
  0.34390433E+01  0.27022196E+01
  0.34560177E+01  0.27336524E+01
  0.34729920E+01  0.27669790E+01
  0.34899663E+01  0.28021965E+01
  0.35069407E+01  0.28393016E+01
  0.35239150E+01  0.28782911E+01
  0.35408893E+01  0.29191618E+01
  0.35578637E+01  0.29619100E+01
  0.35748380E+01  0.30065324E+01
  0.35918123E+01  0.30530250E+01
  0.36087867E+01  0.31013840E+01
  0.36257610E+01  0.31516052E+01
  0.36427353E+01  0.32036840E+01
  0.36597097E+01  0.32576155E+01
  0.36766840E+01  0.33133947E+01
  0.36936583E+01  0.33710162E+01
  0.37106327E+01  0.34304742E+01
  0.37276070E+01  0.34917627E+01
  0.37445813E+01  0.35548759E+01
  0.37615557E+01  0.36198074E+01
  0.37785300E+01  0.36865511E+01
  0.37955043E+01  0.37551009E+01
  0.38124787E+01  0.38254507E+01
  0.38294530E+01  0.38975944E+01
  0.38464273E+01  0.39715263E+01
  0.38634017E+01  0.40472404E+01
  0.38803760E+01  0.41247309E+01
  0.38973503E+01  0.42039919E+01
  0.39143247E+01  0.42850173E+01
  0.39312990E+01  0.43678009E+01
  0.39482733E+01  0.44523360E+01
  0.39652477E+01  0.45386156E+01
  0.39822220E+01  0.46266320E+01
  0.39991963E+01  0.47163770E+01
  0.40161707E+01  0.48077863E+01
  
  0.00000000E+00  0.48078769E+01
  0.16974335E-01  0.49010148E+01
  0.33948669E-01  0.49958884E+01
  0.50923004E-01  0.50924498E+01
  0.67897339E-01  0.51906865E+01
  0.84871673E-01  0.52905851E+01
  0.10184601E+00  0.53921314E+01
