K                               1         0.0000000000      0.3333333333      0.3333333333      0.0000000000
G                             101         1.6974334658      0.0000000000      0.0000000000      0.0000000000
M                             188         3.1674540046      0.0000000000      0.5000000000      0.0000000000
K                             238         4.0161706751      0.3333333333      0.3333333333      0.0000000000
