 &plot nbnd= 256, nks=   101 /
            0.333333  0.577350  0.000000
  -12.845  -12.845  -12.845   -7.863   -7.863   -5.815   -3.022   -3.022   -3.022   -1.666
   -1.666   -1.666   -0.457   -0.457   -0.457    4.807    4.807    9.930    9.930    9.930
   11.145   11.145   11.145   14.719   14.719   14.719   16.220   16.220   16.220   16.487
   16.678   16.678   17.201   20.488   20.488   20.488   21.169   21.169   21.839   21.839
   21.839   24.052   26.082   26.082   26.082   26.231   26.231   26.231   27.044   27.044
   27.044   29.000   29.000   29.000   29.437   29.783   29.783   31.693   31.693   31.693
   33.293   33.293   33.293   37.792   37.792   37.792   37.931   37.931   39.319   40.109
   41.737   41.737   41.737   41.742   41.742   41.742   42.407   42.407   42.407   44.125
   44.125   45.231   45.231   45.231   45.687   45.687   45.687   47.234   47.702   47.702
   47.702   47.883   47.883   47.883   48.529   48.529   50.255   50.255   50.255   50.600
   50.774   50.774   50.774   53.934   53.934   54.826   54.826   54.826   57.988   57.988
   57.988   58.075   58.076   58.076   58.943   58.943   58.943   60.054   60.054   60.054
   61.147   61.413   61.413   61.828   61.828   61.828   62.901   62.901   62.901   63.249
   63.249   65.615   65.615   65.615   65.670   65.670   65.670   68.493   69.770   69.770
   69.770   69.887   70.973   70.973   70.973   72.624   72.624   72.627   72.627   73.759
   73.759   73.759   73.951   73.951   73.951   74.139   74.139   74.139   74.771   77.471
   77.471   77.638   77.638   79.052   79.052   79.052   79.488   79.612   79.612   79.612
   79.766   79.766   79.766   80.210   81.131   81.131   81.273   81.273   81.273   81.605
   82.181   82.635   82.635   82.635   82.696   82.696   82.696   83.093   83.093   84.332
   85.067   85.067   85.108   85.108   85.108   85.256   85.256   85.256   85.814   85.814
   85.814   87.538   87.538   87.538   87.582   87.582   87.582   91.687   91.687   91.687
   92.912   92.912   92.912   93.685   93.685   93.685   93.793   93.793   93.793   97.335
   97.452   97.452   97.566   97.566   97.566   98.111   98.111   98.111   98.530   98.530
   99.133   99.134   99.134  100.200  102.696  102.696  102.696  102.721  102.721  102.721
  103.021  103.021  103.021  103.234  103.753  103.753  104.434  104.434  104.434  104.946
  105.483  105.483  105.937  106.025  106.026  106.026
            0.325000  0.562917  0.000000
  -12.940  -12.796  -12.796   -7.946   -7.787   -5.806   -3.104   -3.104   -2.870   -1.727
   -1.726   -1.535   -0.566   -0.401   -0.401    4.693    4.921    9.803    9.995    9.995
   11.050   11.050   11.330   14.630   14.743   14.743   16.162   16.272   16.272   16.491
   16.614   16.719   17.211   20.442   20.442   20.580   21.133   21.211   21.647   21.928
   21.928   24.067   25.961   25.961   26.218   26.218   26.270   26.289   26.975   26.975
   27.236   28.991   29.005   29.005   29.433   29.705   29.859   31.680   31.680   31.695
   33.175   33.353   33.353   37.666   37.836   37.860   37.860   38.020   39.325   40.121
   41.454   41.454   41.660   41.667   42.092   42.092   42.358   42.358   42.512   43.901
   44.319   45.132   45.132   45.448   45.598   45.598   45.882   47.271   47.676   47.676
   47.696   47.783   47.783   48.147   48.302   48.715   49.882   50.439   50.439   50.626
   50.761   50.761   50.815   53.686   54.194   54.440   55.012   55.012   57.571   57.911
   58.151   58.151   58.152   58.152   58.545   59.183   59.183   59.878   60.158   60.158
   61.150   61.286   61.527   61.695   61.800   61.800   62.808   63.051   63.051   63.232
   63.263   65.532   65.658   65.658   65.663   65.663   65.716   68.493   69.523   69.523
   69.877   70.286   70.858   71.029   71.029   72.561   72.612   72.660   72.711   73.460
   73.691   73.826   73.826   73.894   73.894   74.090   74.090   74.710   74.728   77.178
   77.532   77.727   77.812   78.816   78.816   79.174   79.473   79.480   79.712   79.712
   79.772   79.879   79.879   80.220   80.859   81.015   81.254   81.417   81.417   81.542
   82.379   82.514   82.514   82.578   82.578   82.781   82.846   82.930   83.288   84.333
   84.949   85.045   85.045   85.164   85.276   85.301   85.301   85.385   85.629   85.629
   86.084   87.500   87.540   87.540   87.544   87.544   87.850   91.412   91.412   91.931
   93.010   93.010   93.016   93.411   93.411   93.580   93.580   94.222   94.277   97.219
   97.314   97.518   97.520   97.520   97.599   98.071   98.133   98.133   98.425   98.610
   99.154   99.195   99.195  100.263  102.350  102.350  102.584  102.646  102.646  103.062
  103.082  103.082  103.237  103.304  103.506  103.803  104.215  104.215  105.058  105.162
  105.340  105.531  105.690  106.033  106.154  106.154
            0.316667  0.548483  0.000000
  -13.033  -12.744  -12.744   -8.027   -7.726   -5.779   -3.199   -3.199   -2.717   -1.777
   -1.777   -1.404   -0.671   -0.343   -0.343    4.582    5.031    9.679   10.064   10.064
   10.950   10.950   11.514   14.544   14.728   14.728   16.103   16.369   16.369   16.504
   16.549   16.719   17.233   20.398   20.398   20.664   21.108   21.259   21.449   22.006
   22.007   24.106   25.813   25.813   26.212   26.213   26.324   26.492   26.946   26.946
   27.440   28.979   29.011   29.011   29.419   29.627   29.926   31.644   31.644   31.698
   33.056   33.415   33.415   37.543   37.745   37.935   37.935   38.089   39.341   40.157
   41.167   41.167   41.579   41.592   42.316   42.316   42.422   42.422   42.617   43.623
   44.517   45.051   45.051   45.526   45.526   45.665   46.083   47.372   47.598   47.599
   47.689   47.730   47.730   48.007   48.426   48.904   49.514   50.613   50.613   50.680
   50.765   50.765   50.852   53.462   54.038   54.460   55.192   55.192   57.157   57.766
   58.144   58.210   58.210   58.241   58.241   59.491   59.491   59.710   60.283   60.283
   61.141   61.154   61.563   61.631   61.646   61.646   62.726   63.214   63.268   63.337
