 &plot nbnd=  42, nks=   181 /
            0.000000  0.577350  0.000000
  -56.646  -56.646  -34.208  -34.208  -32.175  -32.175  -32.031  -32.031  -13.793  -13.793
  -13.571  -13.571   -6.529   -6.529   -5.614   -5.614   -4.958   -4.958   -3.966   -3.966
   -3.040   -3.040   -2.345   -2.345   -1.805   -1.805    0.832    0.832    1.246    1.246
    2.142    2.142    2.690    2.690    3.968    3.968    5.600    5.600    5.839    5.839
    6.550    6.550
            0.000000  0.567728  0.000000
  -56.646  -56.646  -34.208  -34.208  -32.175  -32.175  -32.031  -32.031  -13.794  -13.794
  -13.572  -13.572   -6.528   -6.528   -5.612   -5.612   -4.959   -4.959   -3.966   -3.966
   -3.040   -3.040   -2.346   -2.346   -1.807   -1.807    0.832    0.832    1.245    1.245
    2.141    2.141    2.690    2.690    3.972    3.972    5.597    5.597    5.838    5.838
    6.543    6.543
            0.000000  0.558105  0.000000
  -56.646  -56.646  -34.208  -34.208  -32.174  -32.174  -32.031  -32.031  -13.797  -13.797
  -13.573  -13.573   -6.522   -6.522   -5.607   -5.607   -4.959   -4.959   -3.964   -3.964
   -3.039   -3.039   -2.348   -2.348   -1.810   -1.810    0.831    0.831    1.241    1.241
    2.138    2.138    2.688    2.688    3.986    3.986    5.588    5.588    5.835    5.835
    6.524    6.524
            0.000000  0.548483  0.000000
  -56.646  -56.646  -34.207  -34.207  -32.174  -32.174  -32.031  -32.031  -13.803  -13.803
  -13.576  -13.576   -6.514   -6.514   -5.599   -5.599   -4.960   -4.960   -3.960   -3.960
   -3.038   -3.038   -2.351   -2.351   -1.816   -1.816    0.829    0.829    1.236    1.236
    2.132    2.132    2.686    2.686    4.009    4.009    5.574    5.574    5.829    5.829
    6.495    6.495
            0.000000  0.538860  0.000000
  -56.646  -56.646  -34.207  -34.207  -32.173  -32.173  -32.031  -32.031  -13.811  -13.811
  -13.579  -13.579   -6.501   -6.501   -5.588   -5.588   -4.961   -4.961   -3.955   -3.955
   -3.035   -3.035   -2.355   -2.355   -1.823   -1.823    0.827    0.827    1.228    1.228
    2.124    2.124    2.682    2.682    4.040    4.040    5.554    5.554    5.820    5.820
    6.457    6.457
            0.000000  0.529238  0.000000
  -56.647  -56.647  -34.207  -34.207  -32.172  -32.172  -32.031  -32.031  -13.821  -13.821
  -13.583  -13.583   -6.486   -6.486   -5.573   -5.573   -4.962   -4.962   -3.948   -3.948
   -3.033   -3.033   -2.360   -2.360   -1.833   -1.833    0.824    0.824    1.219    1.219
    2.113    2.113    2.678    2.678    4.080    4.080    5.530    5.530    5.808    5.808
    6.412    6.412
            0.000000  0.519615  0.000000
