 &plot nbnd=  20, nks=   101 /
            0.333333  0.577350  0.000000
  -12.846  -12.846  -12.846   -7.860   -7.860   -5.816   -3.018   -3.018   -3.018   -1.663
   -1.663   -1.663   -0.456   -0.456   -0.456    4.813    4.813    9.934    9.934    9.934
            0.325000  0.562917  0.000000
  -12.941  -12.797  -12.797   -7.943   -7.784   -5.807   -3.100   -3.100   -2.866   -1.724
   -1.723   -1.532   -0.564   -0.400   -0.400    4.699    4.926    9.807   10.000   10.000
            0.316667  0.548483  0.000000
  -13.034  -12.745  -12.745   -8.024   -7.723   -5.780   -3.194   -3.194   -2.713   -1.774
   -1.774   -1.401   -0.670   -0.341   -0.341    4.587    5.037    9.683   10.069   10.069
            0.308333  0.534049  0.000000
  -13.124  -12.691  -12.691   -8.102   -7.678   -5.735   -3.301   -3.300   -2.559   -1.815
   -1.815   -1.271   -0.774   -0.280   -0.280    4.478    5.143    9.562   10.141   10.141
            0.300000  0.519615  0.000000
  -13.212  -12.635  -12.635   -8.179   -7.648   -5.670   -3.417   -3.417   -2.405   -1.847
   -1.847   -1.142   -0.875   -0.217   -0.217    4.372    5.245    9.445   10.217   10.217
            0.291667  0.505182  0.000000
  -13.298  -12.576  -12.576   -8.254   -7.634   -5.589   -3.543   -3.543   -2.250   -1.871
   -1.871   -1.013   -0.974   -0.151   -0.151    4.269    5.343    9.330   10.295   10.295
            0.283333  0.490748  0.000000
  -13.382  -12.515  -12.515   -8.326   -7.632   -5.492   -3.677   -3.677   -2.095   -1.889
   -1.888   -1.070   -0.886   -0.083   -0.083    4.169    5.437    9.219   10.377   10.377
            0.275000  0.476314  0.000000
  -13.463  -12.452  -12.452   -8.396   -7.641   -5.382   -3.818   -3.818   -1.939   -1.900
   -1.900   -1.164   -0.759   -0.012   -0.012    4.071    5.527    9.111   10.392   10.392
            0.266667  0.461880  0.000000
  -13.542  -12.386  -12.386   -8.465   -7.659   -5.261   -3.964   -3.964   -1.907   -1.907
   -1.783   -1.255   -0.634    0.060    0.060    3.976    5.612    9.006   10.266   10.266
            0.258333  0.447447  0.000000
  -13.619  -12.318  -12.318   -8.531   -7.684   -5.131   -4.115   -4.115   -1.910   -1.910
   -1.627   -1.344   -0.511    0.135    0.135    3.883    5.693    8.904   10.136   10.136
            0.250000  0.433013  0.000000
  -13.693  -12.248  -12.248   -8.595   -7.714   -4.994   -4.269   -4.269   -1.910   -1.910
   -1.472   -1.430   -0.389    0.213    0.213    3.794    5.770    8.806   10.003   10.003
            0.241667  0.418579  0.000000
  -13.765  -12.175  -12.175   -8.657   -7.749   -4.852   -4.426   -4.426   -1.907   -1.907
   -1.513   -1.317   -0.269    0.292    0.292    3.707    5.841    8.710    9.867    9.867
            0.233333  0.404145  0.000000
  -13.834  -12.100  -12.100   -8.717   -7.786   -4.705   -4.586   -4.586   -1.902   -1.902
   -1.594   -1.162   -0.150    0.373    0.373    3.623    5.909    8.618    9.728    9.728
            0.225000  0.389711  0.000000
  -13.901  -12.023  -12.023   -8.775   -7.824   -4.747   -4.747   -4.555   -1.895   -1.895
   -1.672   -1.008   -0.034    0.456    0.456    3.542    5.972    8.529    9.586    9.586
            0.216667  0.375278  0.000000
  -13.966  -11.944  -11.944   -8.831   -7.864   -4.909   -4.909   -4.403   -1.887   -1.887
   -1.748   -0.855    0.079    0.541    0.541    3.464    6.031    8.444    9.443    9.443
